summary_path,summary_sha256,manifest_path,manifest_sha256,queue_source_path,queue_source_sha256,runtime_config_path,runtime_config_sha256,output_root,queue_run_id,route_kind,selected_points,ok_points,failed_points,dry_run,matching_profile_ids,point_directories,sidecars,samples,component_qc,classification,eligible_for_attestation_input,blocker_count,blocker_codes,historical_fit_allowed
D:\gas_calibrator\_handoff\co2rv_s5_0626_r1\co2rv_s5_r1\queue_summary.json,1096122c359c8fd385a3da214f0765e9f6b97e506d3ad48325de7acb7e0a8453,D:\gas_calibrator\_handoff\co2rv_s5_0626_r1\co2rv_s5_r1\queue_manifest.csv,3dc76623fc0b069b2d4e9e40f1c1dde38e47f1b1cfb2eb97c026ad48f2a4da50,D:\gas_calibrator\_handoff\co2rv_s5_0626_r1\queue.csv,9f66d763ca0824e63ecebf745ec40ee6e5982c9d88aaac0114227d5422630d66,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\co2rv_s5_0626_r1,co2rv_s5_r1,co2,3,3.0,0.0,False,[],3,3,3,0,forbidden_source,False,4,"[""0624_source_forbidden"", ""duplicate_queue_summary_for_output_root"", ""no_profile_matches_selected_point_count"", ""point_component_qc_incomplete""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_short_gate_after_migration_real\queue_summary.json,6eab9059426cb8f2f2be0141bc3d588e17555be25b1158865adbeed06383abd8,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_short_gate_after_migration_real\queue_manifest.csv,d39481b859e8427ded1a6025f5ca5323a04ca06c0831ae040751fb1b73bd72fb,D:\gas_calibrator\_handoff\v1_5_formal_queue_migration_20260624\canonical_open_flow_points\h2o_runner_queue.csv,225194115924ab49b696d94f268d171e5441ddd7123500ff0c393337b67979bb,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_short_gate_after_migration_real,h2o_short_gate_after_migration_real,h2o,1,1.0,0.0,False,[],1,1,1,1,forbidden_source,False,4,"[""0624_source_forbidden"", ""formal_route_readiness_not_pass"", ""migration_source_forbidden"", ""no_profile_matches_selected_point_count""]",False
D:\gas_calibrator\_p9_20260706\h2o_state_transfer_diagnostic_25c_50rh_real_point_v1\h2o_state_transfer_diag_25c_50rh_v1\queue_summary.json,454e87ff05afee32cc1cb449fdf8f233129a4516f9a38a406f9d2df9b18396f3,D:\gas_calibrator\_p9_20260706\h2o_state_transfer_diagnostic_25c_50rh_real_point_v1\h2o_state_transfer_diag_25c_50rh_v1\queue_manifest.csv,9dc1718c109b31f73db95a68162305c8bdbe247eed19d5e77ed9ef2342e34c35,D:\gas_calibrator\_p9_20260706\h2o_state_transfer_diagnostic_25c_50rh_real_point_v1\h2o_state_transfer_diag_25c_50rh_queue.csv,80ccf88776d11db089380a80e33de92e042e9efc555561e96dd15ed1dc53f201,D:\gas_calibrator\_p9_20260704\pre_gas_readiness_6old_ready_for_co2_g1\v1_5_6old_co2_ready_config.json,981964d31397fe5f086015f5dc36201201e2a1823549bfe0fae8489ad1ef93d9,D:\gas_calibrator\_p9_20260706\h2o_state_transfer_diagnostic_25c_50rh_real_point_v1,h2o_state_transfer_diag_25c_50rh_v1,h2o,1,1.0,0.0,False,[],1,1,1,0,forbidden_source,False,4,"[""diagnostic_source_forbidden"", ""formal_route_readiness_not_pass"", ""no_profile_matches_selected_point_count"", ""point_component_qc_incomplete""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\current6_20260626_temperature_senco78_neutral_restore_before_h2o_s24\neutral_s678_reverify_no_temp_control_2pt_rerun\h2oq_397b9e73df\queue_summary.json,7025a9343a22063ad5c7e869568dceb275be5a75ff708f766bbb6456b1d6be4c,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\current6_20260626_temperature_senco78_neutral_restore_before_h2o_s24\neutral_s678_reverify_no_temp_control_2pt_rerun\h2oq_397b9e73df\queue_manifest.csv,2253fcabe7cb3b95304976198c69fac2742c3a722e2008d00e4a711900f75b0f,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_post_senco6_reverify_20260626\h2o_post_senco6_currentT_two_point_queue.csv,beebc0291d16f0d77ed2401b8996cab83ef998285a62505c3027ebf7d141d6aa,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\current6_20260626_temperature_senco78_neutral_restore_before_h2o_s24\neutral_s678_reverify_no_temp_control_2pt_rerun,current6_20260626_h2o_neutral_s678_currentT_2pt_no_temp_control_rerun_real,h2o,2,1.0,1.0,False,[],2,2,2,2,forbidden_source,False,5,"[""0624_source_forbidden"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""no_profile_matches_selected_point_count"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_p9_20260706\h2o_state_transfer_diagnostic_25c_30rh_retry_v1\h2o_state_transfer_diag_25c_30rh_retry_v1\queue_summary.json,6ff03a20117fef14e0681449abcdc32999754bdad0cf922bdf079be2741b20c9,D:\gas_calibrator\_p9_20260706\h2o_state_transfer_diagnostic_25c_30rh_retry_v1\h2o_state_transfer_diag_25c_30rh_retry_v1\queue_manifest.csv,8191e710292e4c807c16e0050e6e277993c12050ad5f480b28b88087ecd7ade1,D:\gas_calibrator\_p9_20260706\h2o_state_transfer_diagnostic_25c_30rh_retry_v1\h2o_state_transfer_diag_25c_30rh_retry_queue.csv,27e9442393714a015f8761abca96862bcb5032b4d8c74cd159d823388e887512,D:\gas_calibrator\_p9_20260704\pre_gas_readiness_6old_ready_for_co2_g1\v1_5_6old_co2_ready_config.json,981964d31397fe5f086015f5dc36201201e2a1823549bfe0fae8489ad1ef93d9,D:\gas_calibrator\_p9_20260706\h2o_state_transfer_diagnostic_25c_30rh_retry_v1,h2o_state_transfer_diag_25c_30rh_retry_v1,h2o,1,1.0,0.0,False,[],1,1,1,0,forbidden_source,False,5,"[""diagnostic_source_forbidden"", ""formal_route_readiness_not_pass"", ""no_profile_matches_selected_point_count"", ""point_component_qc_incomplete"", ""retry_source_forbidden""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r7_real_nowrite\co2_segments\current6_20260624_r7_co2_T40_r2\queue_summary.json,1475c28429d8036ce7fb7c4d36abf2b3ef5844361334b032a39f455ef9abe125,,,D:\gas_calibrator\_handoff\v1_5_formal_queue_migration_20260624\canonical_open_flow_points\co2_runner_queue.csv,4c0ceb5ddaff0c01b63d488ae09480dbc49dee1532d821d2b3871225a8e99b60,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r7_real_nowrite\co2_segments,current6_20260624_r7_co2_T40_r2,co2,3,,,False,[],0,0,0,0,forbidden_source,False,6,"[""0624_source_forbidden"", ""manifest_row_count_mismatch"", ""migration_source_forbidden"", ""no_profile_matches_selected_point_count"", ""queue_manifest_missing"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260626_co2_post_s13_t1_ready_subset_reverify_mature_v15_no_temp_control\current6_20260626_co2_post_s13_t1_ready_subset_reverify_mature_v15_no_temp_control_r1\queue_summary.json,d74604976fbf30a43ddacc6ee85e13fb937a4adaa7eb906bb0b20eef2f6ddb6d,,,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260626_co2_post_s13_t1_ready_subset_reverify_mature_v15_no_temp_control\co2_s13_t1_ready_subset_postwrite_reverify_queue.csv,9f66d763ca0824e63ecebf745ec40ee6e5982c9d88aaac0114227d5422630d66,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260626_co2_post_s13_t1_ready_subset_reverify_mature_v15_no_temp_control,current6_20260626_co2_post_s13_t1_ready_subset_reverify_mature_v15_no_temp_control_r1,co2,3,,,False,[],0,0,0,0,forbidden_source,False,6,"[""0624_source_forbidden"", ""formal_route_readiness_not_pass"", ""manifest_row_count_mismatch"", ""no_profile_matches_selected_point_count"", ""queue_manifest_missing"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_post_senco6_reverify_20260626\real\current6_20260626_h2o_post_senco6_currentT_2pt_real\queue_summary.json,003fce80459e59c97543b14fedcd23675b3b8aacebbeb5f33e9c41c1e76a2ec8,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_post_senco6_reverify_20260626\real\current6_20260626_h2o_post_senco6_currentT_2pt_real\queue_manifest.csv,f47ab629cb91b42105f935cfc1ffe52b191d27bb51e3d7310663c2e34993699a,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_post_senco6_reverify_20260626\h2o_post_senco6_currentT_two_point_queue.csv,beebc0291d16f0d77ed2401b8996cab83ef998285a62505c3027ebf7d141d6aa,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_post_senco6_reverify_20260626\real,current6_20260626_h2o_post_senco6_currentT_2pt_real,h2o,2,0.0,2.0,False,[],2,2,1,1,forbidden_source,False,7,"[""0624_source_forbidden"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""no_profile_matches_selected_point_count"", ""point_component_qc_incomplete"", ""point_samples_incomplete"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\co2rv_0626_s13t1_r1\co2rv_s13t1_r1\queue_summary.json,039c8d4f7324190a81e862fbdbb81a3d69d9386125492b775f6484857ac03be3,D:\gas_calibrator\_handoff\co2rv_0626_s13t1_r1\co2rv_s13t1_r1\queue_manifest.csv,17dd3c001a9009a49c2f8064942b1ddff243528968e9f6d8957a44041b237f27,D:\gas_calibrator\_handoff\co2rv_0626_s13t1_r1\queue.csv,9f66d763ca0824e63ecebf745ec40ee6e5982c9d88aaac0114227d5422630d66,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\co2rv_0626_s13t1_r1,co2rv_s13t1_r1,co2,3,,,False,[],1,1,0,0,forbidden_source,False,7,"[""0624_source_forbidden"", ""manifest_contains_non_ok_point"", ""manifest_row_count_mismatch"", ""no_profile_matches_selected_point_count"", ""point_component_qc_incomplete"", ""point_samples_incomplete"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_T20_to_T40_fit002_real\current6_20260626_h2o_T20_to_T40_fit002\queue_summary.json,984b0aff69100b799adf239d55f33ffee60d2c8c9dc8c5d9424bb6e7136bf219,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_T20_to_T40_fit002_real\current6_20260626_h2o_T20_to_T40_fit002\queue_manifest.csv,e48be9ffb4cb553fd92f50f6e8c3a99219ee5a0e8383302f5d3d73537783be2e,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_resume_20260625\h2o_runner_queue_T20_to_T40_20260626.csv,c558177a3155ffb519e81fa4ffb9d20fc0cef63d33a63c90092545696fa529d4,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_T20_to_T40_fit002_real,current6_20260626_h2o_T20_to_T40_fit002,h2o,9,,,False,[],6,6,5,5,forbidden_source,False,8,"[""0624_source_forbidden"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""manifest_row_count_mismatch"", ""no_profile_matches_selected_point_count"", ""point_component_qc_incomplete"", ""point_samples_incomplete"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\co2rv_s5_0626_r1\dryrun\queue_summary.json,5c918c08a16c6fb2cf03a588aa9271dc5f69ff9f20742de912affde4a1e125fb,D:\gas_calibrator\_handoff\co2rv_s5_0626_r1\dryrun\queue_manifest.csv,016d7846a40ce3cc18bb275030bbfde8df8b8bf5dd57505102d821b887c87471,D:\gas_calibrator\_handoff\co2rv_s5_0626_r1\queue.csv,9f66d763ca0824e63ecebf745ec40ee6e5982c9d88aaac0114227d5422630d66,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\co2rv_s5_0626_r1,dryrun,co2,3,0.0,0.0,True,[],3,3,3,0,forbidden_source,False,8,"[""0624_source_forbidden"", ""dry_run_not_historical_route_evidence"", ""duplicate_queue_summary_for_output_root"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""no_profile_matches_selected_point_count"", ""point_component_qc_incomplete"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\current6_20260626_h2o_senco6_neutral_restore_after_failed_post_s6\neutral_s6_reverify_real_old_v15_gate_2pt\h2oq_bc57ece8d3\queue_summary.json,b86d1a1e46503be693b72fd854b5725aff98c051facd724e31dc4151aab17f7f,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\current6_20260626_h2o_senco6_neutral_restore_after_failed_post_s6\neutral_s6_reverify_real_old_v15_gate_2pt\h2oq_bc57ece8d3\queue_manifest.csv,9de11306ec27b9bad393becccc2625b4ae3a5eed4f348692e96a83c75443fa7c,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_post_senco6_reverify_20260626\h2o_post_senco6_currentT_two_point_queue.csv,beebc0291d16f0d77ed2401b8996cab83ef998285a62505c3027ebf7d141d6aa,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\current6_20260626_h2o_senco6_neutral_restore_after_failed_post_s6\neutral_s6_reverify_real_old_v15_gate_2pt,current6_20260626_h2o_neutral_s6_currentT_2pt_old_v15_gate_real,h2o,2,1.0,1.0,False,[],2,1,1,1,forbidden_source,False,8,"[""0624_source_forbidden"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""no_profile_matches_selected_point_count"", ""point_component_qc_incomplete"", ""point_samples_incomplete"", ""point_sidecars_incomplete"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_from_T10_strict_v15_mature_real\current6_20260625_h2o_from_T10_strict_v15_mature_retry1\queue_summary.json,0a6e0a662955b7e44d602fbf8a4fd91e8ab4f12b13f34319ceb97db58bd570db,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_from_T10_strict_v15_mature_real\current6_20260625_h2o_from_T10_strict_v15_mature_retry1\queue_manifest.csv,355761f90007d1b8f20eb95119c0fb52056b5d7f23c21cfb78aa7881cc953299,D:\gas_calibrator\_handoff\v1_5_formal_queue_migration_20260624\canonical_open_flow_points\h2o_runner_queue.csv,225194115924ab49b696d94f268d171e5441ddd7123500ff0c393337b67979bb,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_from_T10_strict_v15_mature_real,current6_20260625_h2o_from_T10_strict_v15_mature_retry1,h2o,12,,,False,[],2,2,1,1,forbidden_source,False,9,"[""0624_source_forbidden"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""manifest_row_count_mismatch"", ""migration_source_forbidden"", ""no_profile_matches_selected_point_count"", ""point_component_qc_incomplete"", ""point_samples_incomplete"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\current6_20260626_temperature_senco78_neutral_restore_before_h2o_s24\neutral_s678_reverify_no_temp_control_2pt\h2oq_227ac20bea\queue_summary.json,461b81ed106a63587d8f2e692ebda6f0e84f53b292708ce7cad9a18b8092b3f3,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\current6_20260626_temperature_senco78_neutral_restore_before_h2o_s24\neutral_s678_reverify_no_temp_control_2pt\h2oq_227ac20bea\queue_manifest.csv,8217354e019ad74589bc507e5673ee2ffa1357ef05957d034429255e9e6e721c,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_post_senco6_reverify_20260626\h2o_post_senco6_currentT_two_point_queue.csv,beebc0291d16f0d77ed2401b8996cab83ef998285a62505c3027ebf7d141d6aa,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\current6_20260626_temperature_senco78_neutral_restore_before_h2o_s24\neutral_s678_reverify_no_temp_control_2pt,current6_20260626_h2o_neutral_s678_currentT_2pt_no_temp_control_real,h2o,2,,,False,[],1,0,0,0,forbidden_source,False,9,"[""0624_source_forbidden"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""manifest_row_count_mismatch"", ""no_profile_matches_selected_point_count"", ""point_component_qc_incomplete"", ""point_samples_incomplete"", ""point_sidecars_incomplete"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\current6_20260626_temperature_senco78_neutral_restore_before_h2o_s24\neutral_s678_reverify_no_temp_control_low_retry\h2oq_a537f79737\queue_summary.json,f76d09f15940a4b551fcc1caddb74fc2c5e5705113309b9a36e1adc05e319f2a,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\current6_20260626_temperature_senco78_neutral_restore_before_h2o_s24\neutral_s678_reverify_no_temp_control_low_retry\h2oq_a537f79737\queue_manifest.csv,b345334b54c270fe437e3ea54057594e5963d458c396bcad2e509615319e69e0,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_post_senco6_reverify_20260626\h2o_post_senco6_currentT_two_point_queue.csv,beebc0291d16f0d77ed2401b8996cab83ef998285a62505c3027ebf7d141d6aa,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\current6_20260626_temperature_senco78_neutral_restore_before_h2o_s24\neutral_s678_reverify_no_temp_control_low_retry,current6_20260626_h2o_neutral_s678_currentT_low_no_temp_control_retry_real,h2o,1,,,False,[],1,0,0,0,forbidden_source,False,9,"[""0624_source_forbidden"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""no_profile_matches_selected_point_count"", ""point_component_qc_incomplete"", ""point_samples_incomplete"", ""point_sidecars_incomplete"", ""queue_summary_not_finalized_clean"", ""retry_source_forbidden""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_post_senco6_reverify_20260626\dry_run\current6_20260626_h2o_post_senco6_currentT_2pt_dry_run\queue_summary.json,a3f859b4f34af1b13d8a30ad9ecd3c926fb3992c6742913a6af79ccf73f7494e,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_post_senco6_reverify_20260626\dry_run\current6_20260626_h2o_post_senco6_currentT_2pt_dry_run\queue_manifest.csv,203d061e3496aff68f8b66b8393b0526d01fb4c93b1dec2a3d308c21a9c7447f,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_post_senco6_reverify_20260626\h2o_post_senco6_currentT_two_point_queue.csv,beebc0291d16f0d77ed2401b8996cab83ef998285a62505c3027ebf7d141d6aa,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_post_senco6_reverify_20260626\dry_run,current6_20260626_h2o_post_senco6_currentT_2pt_dry_run,h2o,2,0.0,0.0,True,[],0,0,0,0,forbidden_source,False,10,"[""0624_source_forbidden"", ""dry_run_not_historical_route_evidence"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""no_profile_matches_selected_point_count"", ""point_component_qc_incomplete"", ""point_directories_incomplete"", ""point_samples_incomplete"", ""point_sidecars_incomplete"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_postwrite_reverify_20260626\dry_run\current6_20260626_h2o_postwrite_reverify_3pt_dry_run\queue_summary.json,24073b2d6b24adcfefbc89c80eafb7dc5821e0a967a33e7bed23e5f2a0916f6a,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_postwrite_reverify_20260626\dry_run\current6_20260626_h2o_postwrite_reverify_3pt_dry_run\queue_manifest.csv,3afffffe2a5b52fd991513786418ac4640762f4167bf307ab7140285fe6670a6,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_postwrite_reverify_20260626\h2o_postwrite_reverify_3pt_queue.csv,a7c2c625d07a5f95d106c1c78fc928662ad974c3167977403eb997576ada3b92,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_postwrite_reverify_20260626\dry_run,current6_20260626_h2o_postwrite_reverify_3pt_dry_run,h2o,3,0.0,0.0,True,[],0,0,0,0,forbidden_source,False,10,"[""0624_source_forbidden"", ""dry_run_not_historical_route_evidence"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""no_profile_matches_selected_point_count"", ""point_component_qc_incomplete"", ""point_directories_incomplete"", ""point_samples_incomplete"", ""point_sidecars_incomplete"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260625\h2o_001_a_grade_check\h2o_001_a_grade_dryrun\queue_summary.json,d8416ea9ec233dde60a0ceede1f1e34d43b3d2f69d93c7e1472f58ec0640eb9e,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260625\h2o_001_a_grade_check\h2o_001_a_grade_dryrun\queue_manifest.csv,6325d607159c7fc90dbabb4fdae9453f251c391b2de4e3d03649999ddc51b271,D:\gas_calibrator\_handoff\v1_5_formal_queue_migration_20260624\canonical_open_flow_points\h2o_runner_queue.csv,225194115924ab49b696d94f268d171e5441ddd7123500ff0c393337b67979bb,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260625\h2o_001_a_grade_check,h2o_001_a_grade_dryrun,h2o,1,0.0,0.0,True,[],0,0,0,0,forbidden_source,False,11,"[""0624_source_forbidden"", ""dry_run_not_historical_route_evidence"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""migration_source_forbidden"", ""no_profile_matches_selected_point_count"", ""point_component_qc_incomplete"", ""point_directories_incomplete"", ""point_samples_incomplete"", ""point_sidecars_incomplete"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260625\h2o_b_review_check\h2o_b_review_dryrun\queue_summary.json,c10a559be8ca9347c03449bc56ab5c83f06d3c82dcb330d791a5e7b2b2addea8,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260625\h2o_b_review_check\h2o_b_review_dryrun\queue_manifest.csv,011837f47502fa6c20692e69e3688b181f4320aeaaa44dd68f6758e6866a3382,D:\gas_calibrator\_handoff\v1_5_formal_queue_migration_20260624\canonical_open_flow_points\h2o_runner_queue.csv,225194115924ab49b696d94f268d171e5441ddd7123500ff0c393337b67979bb,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260625\h2o_b_review_check,h2o_b_review_dryrun,h2o,1,0.0,0.0,True,[],0,0,0,0,forbidden_source,False,11,"[""0624_source_forbidden"", ""dry_run_not_historical_route_evidence"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""migration_source_forbidden"", ""no_profile_matches_selected_point_count"", ""point_component_qc_incomplete"", ""point_directories_incomplete"", ""point_samples_incomplete"", ""point_sidecars_incomplete"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260625\h2o_frame_audit_after_near_target\h2o_frame_audit_dryrun\queue_summary.json,37bf8607af68245205d161a1d9106b55d440c4570b65fe9f291b44cf43ac3223,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260625\h2o_frame_audit_after_near_target\h2o_frame_audit_dryrun\queue_manifest.csv,b0b46ac64fb6b10447995e1675bce9b5b8f9908900eb7664bb99a02e6bc6d128,D:\gas_calibrator\_handoff\v1_5_formal_queue_migration_20260624\canonical_open_flow_points\h2o_runner_queue.csv,225194115924ab49b696d94f268d171e5441ddd7123500ff0c393337b67979bb,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260625\h2o_frame_audit_after_near_target,h2o_frame_audit_dryrun,h2o,3,0.0,0.0,True,[],0,0,0,0,forbidden_source,False,11,"[""0624_source_forbidden"", ""dry_run_not_historical_route_evidence"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""migration_source_forbidden"", ""no_profile_matches_selected_point_count"", ""point_component_qc_incomplete"", ""point_directories_incomplete"", ""point_samples_incomplete"", ""point_sidecars_incomplete"", ""queue_summary_not_finalized_clean""]",False
