candidate_index,route_kind,point_name,point_dir,planned_output_path,source_artifact_count,source_packet_sha256,preflight_json_sha256,blocked_plan_json_sha256,candidate_binding_sha256,binding_ready_for_design_review,blocker_codes,payload_derivation_supported,write_execution_supported,target_create_mode,overwrite_allowed,manual_gate_review_required
102,co2,p036_T10_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p036_T10_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p036_T10_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,7b095a93edb0f3ee4fc4feb35e95269237c1c6ecc4f7f7099b26972efa2498e3,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,dd1104a32c723ea7830d5fe21cf935645eee3a22486141d8ca22f1a7a713ca60,True,[],False,False,exclusive_create_only_future_contract,False,True
103,co2,p037_T0_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p037_T0_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p037_T0_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,8b4fed5cd98b2d099e81c501a6230192ca867add36be4170044f32044c75b716,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,9000086e42dbd79293cc9a751903c773d3935586c5ff96ffc9e092bccb511a30,True,[],False,False,exclusive_create_only_future_contract,False,True
104,co2,p038_T0_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p038_T0_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p038_T0_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,bbe50cf6a51223c6295a41e6437ce40cea249b1d69aa29e51effee14db166ca6,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,310e174564666ad107d67479841a06c4515667e1e9bfc4fc526251233e3e5236,True,[],False,False,exclusive_create_only_future_contract,False,True
105,co2,p039_T0_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p039_T0_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p039_T0_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,89cf50eba40c6f6adf29dec78f644459e98615f7dea767269f2d9c1f35e4ce0b,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,6b0651492ff32d17b8589aa258ac767199bd5ad12210588dfccb457f8e230102,True,[],False,False,exclusive_create_only_future_contract,False,True
106,co2,p001_Tm10_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p001_Tm10_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p001_Tm10_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,faca236acb533f3996fe99c6ac23341e3e11726104581b91a670bdf186467045,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,aeb0d02deb74e6b861bee9153d00aba2510026b0ff02bdaa63705898c1e3aab6,True,[],False,False,exclusive_create_only_future_contract,False,True
107,co2,p002_Tm10_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p002_Tm10_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p002_Tm10_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,bd7db705825fc1ff5c3dd87065ff3363485c2633345770711c8903eeb9674af9,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,f91aeda98e5362b3e3f236a34de5d474f2b1e659c0c7c846af152eb86d2d4b1b,True,[],False,False,exclusive_create_only_future_contract,False,True
108,co2,p003_Tm10_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p003_Tm10_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p003_Tm10_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,e2ef69fc5b92f6fe4d4165e88f5026e898a8e953e699f1c3cd2de7aca86cb194,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,8b5afd7bd64f945f0256a25db593236f63bd75eb18ac44134f6557f1542ae5e2,True,[],False,False,exclusive_create_only_future_contract,False,True
109,co2,p004_Tm20_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p004_Tm20_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p004_Tm20_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,1155f5534b0dd9ab0b14de6c878ebb6d484b632dbdd1b4e6ba080760d96e3430,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,541576d24d69b3a7e72af66e78c3dfa2d40963cb3db4d530ac628a0fc4313928,True,[],False,False,exclusive_create_only_future_contract,False,True
110,co2,p005_Tm20_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p005_Tm20_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p005_Tm20_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,559d6a7f439721a9b3c9850a5632eac06350d28de197befb0675a938f8998f28,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,097184bf7e36e1c4df77392c4ad8fbf6f7311a0920c6f4133c1f82ed38c226b1,True,[],False,False,exclusive_create_only_future_contract,False,True
111,co2,p006_Tm20_1000ppm_fit_retry1,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p006_Tm20_1000ppm_fit_retry1,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p006_Tm20_1000ppm_fit_retry1\formal_open_flow_data_quality_by_analyzer.csv,5,ca4aa8d4fd5698188d9b4affe09a4e4bf19f68418ccf783e02523d1eba4b1947,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,07fff1c32c5c001963b179773e683895c00b85d7e922b21e71dfdca852482f45,True,[],False,False,exclusive_create_only_future_contract,False,True
112,h2o,p001_T0_HG0C_50RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p001_T0_HG0C_50RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p001_T0_HG0C_50RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,7,0707195b3e3dc7335ea0679f1f5541d58bbaa38c3a18021fc197c25828afc06f,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,109b72e24e5f5300b71a96593bc3b1538b4fe0abdfe434f4a8ce284a2fa1ffc5,True,[],False,False,exclusive_create_only_future_contract,False,True
113,h2o,p002_T10_HG10C_30RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p002_T10_HG10C_30RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p002_T10_HG10C_30RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,7,9d4276f9596bd3f215abe8db9af5609133d98d61648f623c6fc39e430d886ffd,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,6a3ec8590993cb8488b29294cf19729b61b63820cdbbe7df119e91e7f6f2cae0,True,[],False,False,exclusive_create_only_future_contract,False,True
114,h2o,p003_T10_HG10C_50RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p003_T10_HG10C_50RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p003_T10_HG10C_50RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,7,8ef49cfb4dd9ad412ae8af2372a7c346f0fb96f1142dfcca89edf455e5410cb8,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,42745bfd55dd0ea3de6482fa530b2d7672ced1bd3ae6fbc1602365e0b5f806e0,True,[],False,False,exclusive_create_only_future_contract,False,True
115,h2o,p004_T10_HG10C_70RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p004_T10_HG10C_70RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p004_T10_HG10C_70RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,7,dee885f990429a55d43f31ac5a21812ac09dc0f9debea8c3c31c7dda3850d7c9,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,02e163ad7c359ff296be45463e9c3e449369a7a5b6d5bf3b234f2bf9a191bce7,True,[],False,False,exclusive_create_only_future_contract,False,True
116,h2o,p005_T20_HG20C_30RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p005_T20_HG20C_30RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p005_T20_HG20C_30RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,7,029496b7d3059d58ff46c92f4be9c6605bfc27e9e1a752277837c027f6b4d443,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,96575d364079385ad68d6d5bdba3773ea1e575f0e4f0a65656c27976d78cca82,True,[],False,False,exclusive_create_only_future_contract,False,True
117,h2o,p006_T20_HG20C_50RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p006_T20_HG20C_50RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p006_T20_HG20C_50RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,7,0842db143cfe7a0d7c034a7e523ffbeb1459e9c0896a008c0b4b0a6c6dbb6a43,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,fe2a313068cae7b040c3e78d527501a37e205f1f328527124b0f948a8a74e285,True,[],False,False,exclusive_create_only_future_contract,False,True
118,h2o,p007_T20_HG20C_70RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p007_T20_HG20C_70RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p007_T20_HG20C_70RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,7,1a648f17feb59e5af77f021817dc897fe66e27d6681e635fecb92add1da6e19c,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,0d0a8d74e315d8c650b5582b743d789bdc6399a19ec47fe9b5ba41cf1b3486c5,True,[],False,False,exclusive_create_only_future_contract,False,True
119,h2o,p008_T30_HG20C_30RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p008_T30_HG20C_30RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p008_T30_HG20C_30RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,7,01f4eaeeef330302a47bf91a8337d617f436a6ebffeea5438a920985d51be85e,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,bdd76bee0c3471de94b20ef679ac2fa9de77953fb4f94e0dd254481fb7f78417,True,[],False,False,exclusive_create_only_future_contract,False,True
120,h2o,p009_T30_HG20C_50RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p009_T30_HG20C_50RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p009_T30_HG20C_50RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,7,7a1e738aa72c182b8caa6ebc594bd0b506761fc01283cec8605f9b5d2360ef11,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,9f926e87582fd49b63b14d6472866e62dba942490777fc0a0c14c2f0778bb6c1,True,[],False,False,exclusive_create_only_future_contract,False,True
121,h2o,p010_T30_HG20C_70RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p010_T30_HG20C_70RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p010_T30_HG20C_70RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,7,c424ece30819b458715f44f2a8c4e286de0f46086e9a8d8cd529d6eb06bab716,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,7330b6e8f4866c76c0ad9786790c6e39e634a886214c168941294fc797b55095,True,[],False,False,exclusive_create_only_future_contract,False,True
122,h2o,p011_T30_HG20C_90RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p011_T30_HG20C_90RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p011_T30_HG20C_90RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,7,dec5688e6e59aa95307311500b0efa7488c226c0db9869e892d7b476a058ce00,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,7f2019cd51244c34a71fc19293a19863eeeb251c5323720ad22d36fc84ab430a,True,[],False,False,exclusive_create_only_future_contract,False,True
123,h2o,p012_T40_HG30C_50RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p012_T40_HG30C_50RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p012_T40_HG30C_50RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,7,15a4f550343b83010854f06b35fe43f59ce32c06f7c44adfc9394750be1cfaa9,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,c5ba2c79d8059e389863d8fa6b846cfb8ce8182d5cf98b2bd7e674c794eee433,True,[],False,False,exclusive_create_only_future_contract,False,True
124,h2o,p013_T40_HG30C_70RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p013_T40_HG30C_70RH_h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p013_T40_HG30C_70RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,7,839764d8d97df41bddffec27a9fa29f8048b8ff0fb9f1b11415923b62c814ab7,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,ad376459a69f5da748a21bbbd9678772fbf72b4e7c8e1fce6b15d6744ae80253,True,[],False,False,exclusive_create_only_future_contract,False,True
125,h2o,h2o_post_senco24_reverify_T20_HG20C_30RH_retry1,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_reverify_001_COM35_20260628\h2o_post_senco24_reverify_T20_HG20C_30RH_retry1,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_reverify_001_COM35_20260628\h2o_post_senco24_reverify_T20_HG20C_30RH_retry1\formal_open_flow_data_quality_by_analyzer.csv,7,06a3c2d2f2b2e8525f3d7a0a8e769b0cc82430f7740a1a0657d25bdf27ca62ea,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,535f93d5b608fa350dc3943db902aef57416cf1cb5b2369e005dbd91e5633fee,True,[],False,False,exclusive_create_only_future_contract,False,True
