component,point_name,point_dir,target_value,anchor_role,analyzer_prefix,analyzer_device_id,component_qc_grade,accepted_composite_member,physical_decision,supersede_reason,calibration_fit_allowed,diagnostic_model_allowed,reason
co2,p014_T0_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p014_T0_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p014_T0_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p014_T0_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p014_T0_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p014_T0_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p014_T0_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p014_T0_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p014_T0_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p014_T0_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p015_Tm10_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p015_Tm10_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p015_Tm10_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p015_Tm10_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p015_Tm10_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p015_Tm10_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p015_Tm10_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p015_Tm10_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p015_Tm10_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p015_Tm10_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p015_Tm10_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p015_Tm10_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p016_Tm10_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p016_Tm10_400ppm_fit,400.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p016_Tm10_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p016_Tm10_400ppm_fit,400.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p016_Tm10_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p016_Tm10_400ppm_fit,400.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p016_Tm10_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p016_Tm10_400ppm_fit,400.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p016_Tm10_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p016_Tm10_400ppm_fit,400.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p016_Tm10_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p016_Tm10_400ppm_fit,400.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p017_Tm10_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p017_Tm10_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p017_Tm10_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p017_Tm10_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p017_Tm10_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p017_Tm10_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p017_Tm10_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p017_Tm10_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p017_Tm10_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p017_Tm10_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p017_Tm10_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p017_Tm10_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p018_Tm20_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p018_Tm20_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p018_Tm20_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p018_Tm20_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p018_Tm20_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p018_Tm20_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p018_Tm20_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p018_Tm20_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p018_Tm20_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p018_Tm20_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p018_Tm20_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p018_Tm20_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
h2o,p001_T20_HG20C_30RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p001_T20_HG20C_30RH_h2o,6.9571,h2o_wet_calibration_point,ga01,001,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p001_T20_HG20C_30RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p001_T20_HG20C_30RH_h2o,6.9571,h2o_wet_calibration_point,ga02,002,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p001_T20_HG20C_30RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p001_T20_HG20C_30RH_h2o,6.9571,h2o_wet_calibration_point,ga03,010,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p001_T20_HG20C_30RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p001_T20_HG20C_30RH_h2o,6.9571,h2o_wet_calibration_point,ga04,076,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p001_T20_HG20C_30RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p001_T20_HG20C_30RH_h2o,6.9571,h2o_wet_calibration_point,ga05,005,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p001_T20_HG20C_30RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p001_T20_HG20C_30RH_h2o,6.9571,h2o_wet_calibration_point,ga06,090,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p002_T20_HG20C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p002_T20_HG20C_50RH_h2o,11.6416,h2o_wet_calibration_point,ga01,001,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p002_T20_HG20C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p002_T20_HG20C_50RH_h2o,11.6416,h2o_wet_calibration_point,ga02,002,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p002_T20_HG20C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p002_T20_HG20C_50RH_h2o,11.6416,h2o_wet_calibration_point,ga03,010,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p002_T20_HG20C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p002_T20_HG20C_50RH_h2o,11.6416,h2o_wet_calibration_point,ga04,076,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p002_T20_HG20C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p002_T20_HG20C_50RH_h2o,11.6416,h2o_wet_calibration_point,ga05,005,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p002_T20_HG20C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p002_T20_HG20C_50RH_h2o,11.6416,h2o_wet_calibration_point,ga06,090,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p003_T20_HG20C_70RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p003_T20_HG20C_70RH_h2o,16.3715,h2o_wet_calibration_point,ga01,001,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p003_T20_HG20C_70RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p003_T20_HG20C_70RH_h2o,16.3715,h2o_wet_calibration_point,ga02,002,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p003_T20_HG20C_70RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p003_T20_HG20C_70RH_h2o,16.3715,h2o_wet_calibration_point,ga03,010,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p003_T20_HG20C_70RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p003_T20_HG20C_70RH_h2o,16.3715,h2o_wet_calibration_point,ga04,076,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p003_T20_HG20C_70RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p003_T20_HG20C_70RH_h2o,16.3715,h2o_wet_calibration_point,ga05,005,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p003_T20_HG20C_70RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p003_T20_HG20C_70RH_h2o,16.3715,h2o_wet_calibration_point,ga06,090,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p001_T0_HG0C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_g4\p001_T0_HG0C_50RH_h2o,3.0233,h2o_wet_calibration_point,ga01,001,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p001_T0_HG0C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_g4\p001_T0_HG0C_50RH_h2o,3.0233,h2o_wet_calibration_point,ga02,002,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p001_T0_HG0C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_g4\p001_T0_HG0C_50RH_h2o,3.0233,h2o_wet_calibration_point,ga03,010,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p001_T0_HG0C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_g4\p001_T0_HG0C_50RH_h2o,3.0233,h2o_wet_calibration_point,ga04,076,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p001_T0_HG0C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_g4\p001_T0_HG0C_50RH_h2o,3.0233,h2o_wet_calibration_point,ga05,005,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p001_T0_HG0C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_g4\p001_T0_HG0C_50RH_h2o,3.0233,h2o_wet_calibration_point,ga06,090,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p002_T10_HG10C_30RH_retry1,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_p002_retry1\p002_T10_HG10C_30RH_retry1,3.647,h2o_wet_calibration_point,ga01,001,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p002_T10_HG10C_30RH_retry1,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_p002_retry1\p002_T10_HG10C_30RH_retry1,3.647,h2o_wet_calibration_point,ga02,002,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p002_T10_HG10C_30RH_retry1,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_p002_retry1\p002_T10_HG10C_30RH_retry1,3.647,h2o_wet_calibration_point,ga03,010,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p002_T10_HG10C_30RH_retry1,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_p002_retry1\p002_T10_HG10C_30RH_retry1,3.647,h2o_wet_calibration_point,ga04,076,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p002_T10_HG10C_30RH_retry1,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_p002_retry1\p002_T10_HG10C_30RH_retry1,3.647,h2o_wet_calibration_point,ga05,005,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p002_T10_HG10C_30RH_retry1,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_p002_retry1\p002_T10_HG10C_30RH_retry1,3.647,h2o_wet_calibration_point,ga06,090,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p001_T10_HG10C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p001_T10_HG10C_50RH_h2o,6.0857,h2o_wet_calibration_point,ga01,001,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p001_T10_HG10C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p001_T10_HG10C_50RH_h2o,6.0857,h2o_wet_calibration_point,ga02,002,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p001_T10_HG10C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p001_T10_HG10C_50RH_h2o,6.0857,h2o_wet_calibration_point,ga03,010,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p001_T10_HG10C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p001_T10_HG10C_50RH_h2o,6.0857,h2o_wet_calibration_point,ga04,076,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p001_T10_HG10C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p001_T10_HG10C_50RH_h2o,6.0857,h2o_wet_calibration_point,ga05,005,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p001_T10_HG10C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p001_T10_HG10C_50RH_h2o,6.0857,h2o_wet_calibration_point,ga06,090,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p002_T10_HG10C_70RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p002_T10_HG10C_70RH_h2o,8.5191,h2o_wet_calibration_point,ga01,001,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p002_T10_HG10C_70RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p002_T10_HG10C_70RH_h2o,8.5191,h2o_wet_calibration_point,ga02,002,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p002_T10_HG10C_70RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p002_T10_HG10C_70RH_h2o,8.5191,h2o_wet_calibration_point,ga03,010,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p002_T10_HG10C_70RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p002_T10_HG10C_70RH_h2o,8.5191,h2o_wet_calibration_point,ga04,076,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p002_T10_HG10C_70RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p002_T10_HG10C_70RH_h2o,8.5191,h2o_wet_calibration_point,ga05,005,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p002_T10_HG10C_70RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p002_T10_HG10C_70RH_h2o,8.5191,h2o_wet_calibration_point,ga06,090,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p003_T20_HG20C_30RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p003_T20_HG20C_30RH_h2o,6.9571,h2o_wet_calibration_point,ga01,001,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p003_T20_HG20C_30RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p003_T20_HG20C_30RH_h2o,6.9571,h2o_wet_calibration_point,ga02,002,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p003_T20_HG20C_30RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p003_T20_HG20C_30RH_h2o,6.9571,h2o_wet_calibration_point,ga03,010,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p003_T20_HG20C_30RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p003_T20_HG20C_30RH_h2o,6.9571,h2o_wet_calibration_point,ga04,076,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p003_T20_HG20C_30RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p003_T20_HG20C_30RH_h2o,6.9571,h2o_wet_calibration_point,ga05,005,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p003_T20_HG20C_30RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p003_T20_HG20C_30RH_h2o,6.9571,h2o_wet_calibration_point,ga06,090,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
h2o,p004_T20_HG20C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p004_T20_HG20C_50RH_h2o,11.6416,h2o_wet_calibration_point,ga01,001,C_reject,False,reject_by_component_qc,no_continuous_mature_h2o_13_point_root,False,False,point_wide_hard_blocker:route_specific_physical_reference_invalid
